Rk,Player,Pos,Squad,Comp,90s,CPA
2220,Yanis Guermouche\642f9f79,MFFW,Montpellier,fr Ligue 1,0.1,0
2221,Josuha Guilavogui\e6c43eec,MFDF,Bordeaux,fr Ligue 1,14.8,0
2222,Péter Gulácsi\bcb2ccd8,GK,RB Leipzig,de Bundesliga,33.0,0
2223,Manuel Gulde\25ab9c9c,DF,Freiburg,de Bundesliga,13.6,0
2224,Angus Gunn\e082af5b,GK,Norwich City,eng Premier League,9.0,0
2225,Raúl Guti\0b2c8585,MF,Elche,es La Liga,18.1,0
2226,Marcos Mauro López Gutiérrez\b3b62f94,DF,Cádiz,es La Liga,1.5,0
2227,Norbert Gyömbér\0be276c6,DF,Salernitana,it Serie A,28.5,0
2228,Munir El Haddadi\8696bc90,FWMF,Sevilla,es La Liga,5.3,0
2229,Oualid El Hajjam\9f29c204,DF,Troyes,fr Ligue 1,11.9,0
2230,Pierre-Yves Hamel\a99da9ec,FWDF,Lorient,fr Ligue 1,0.3,0
2231,Samir Handanović\74419746,GK,Inter,it Serie A,37.0,0
2232,Grant Hanley\e9254eec,DF,Norwich City,eng Premier League,32.2,0
2233,Varazdat Haroyan\be32269e,DF,Cádiz,es La Liga,16.0,0
2234,Luis Hartwig\a3f30508,MF,Bochum,de Bundesliga,0.0,0
2235,Makoto Hasebe\9ab16552,DF,Eint Frankfurt,de Bundesliga,13.2,0
2236,Kortney Hause\bf8fad51,DF,Aston Villa,eng Premier League,4.4,0
2237,Dominique Heintz\699fb8db,DF,Union Berlin,de Bundesliga,5.2,0
2238,Dominique Heintz\699fb8db,DF,Freiburg,de Bundesliga,0.3,0
2239,Jeff Hendrick\989d5705,MF,Newcastle Utd,eng Premier League,0.8,0
2240,Wayne Hennessey\76eca7e2,GK,Burnley,eng Premier League,2.0,0
2241,Christophe Hérelle\3681cfff,DF,Brest,fr Ligue 1,21.5,0
2242,Jérôme Hergault\a84f9a4b,DF,Lorient,fr Ligue 1,3.9,0
2243,Kike Hermoso\dea912dc,DF,Betis,es La Liga,1.0,0
2244,Mario Hermoso\555f3a0b,DF,Atlético Madrid,es La Liga,20.7,0
2245,Aridane Hernández\132ac341,DF,Osasuna,es La Liga,12.9,0
2246,Luis Hernández\02d2c436,DF,Cádiz,es La Liga,15.2,0
2247,Mario Hernández\90162357,DFFW,Rayo Vallecano,es La Liga,4.4,0
2248,Héctor Herrera\a8542814,MF,Atlético Madrid,es La Liga,9.5,0
2249,Sergio Herrera\a4995f48,GK,Osasuna,es La Liga,36.0,0
2250,Yangel Herrera\e778654a,MF,Espanyol,es La Liga,18.3,0
2251,Daan Heymans\6d70c771,MFFW,Venezia,it Serie A,2.8,0
2252,Martin Hinteregger\080440a4,DF,Eint Frankfurt,de Bundesliga,24.7,0
2253,Marwin Hitz\2e7ff968,GK,Dortmund,de Bundesliga,4.5,0
2254,Rob Holding\d79a8c87,DF,Arsenal,eng Premier League,9.4,0
2255,Mason Holgate\d0042ab9,DF,Everton,eng Premier League,23.7,0
2256,Justin Hoogma\816192f0,DF,Greuther Fürth,de Bundesliga,3.0,0
2257,Sydney van Hooijdonk\5b418e15,FWMF,Bologna,it Serie A,0.4,0
2258,Matthew Hoppe\1bc432b7,FW,Mallorca,es La Liga,1.5,0
2259,Timo Horn\3cd9e95a,GK,Köln,de Bundesliga,13.0,0
2260,Cédric Hountondji\00891164,DF,Clermont Foot,fr Ligue 1,22.6,0
2261,Lukáš Hrádecký\ad3389d5,GK,Leverkusen,de Bundesliga,32.0,0
2262,Petko Hristov\d8800a46,DF,Spezia,it Serie A,13.9,0
2263,Timo Hübers\94302c52,DF,Köln,de Bundesliga,19.3,0
2264,Will Hughes\a0666d3e,MF,Crystal Palace,eng Premier League,11.7,0
2265,Mats Hummels\05d548d8,DF,Dortmund,de Bundesliga,19.6,0
2266,Iglesias\974322dc,DF,Getafe,es La Liga,8.0,0
2267,Juan Ignacio Ramírez\ad513a6b,FW,Saint-Étienne,fr Ligue 1,1.4,0
2268,Igor\a4e85758,DF,Fiorentina,it Serie A,24.9,0
2269,Asier Illarramendi\5ce0b5ba,MF,Real Sociedad,es La Liga,4.2,0
2270,Stefan Ilsanker\8494acc4,DFMF,Eint Frankfurt,de Bundesliga,3.0,0
2271,Burak İnce\683dec01,FW,Arminia,de Bundesliga,1.5,0
2272,Marcus Ingvartsen\271b8617,MF,Union Berlin,de Bundesliga,1.4,0
2273,Bonke Innocent\546bb36e,MF,Lorient,fr Ligue 1,9.7,0
2274,Nikita Iosifov\4c2fa917,MF,Villarreal,es La Liga,0.0,0
2275,Tim Iroegbunam\84c5ceea,MF,Aston Villa,eng Premier League,1.0,0
2276,Wilson Isidor\a671316d,FWMF,Monaco,fr Ligue 1,0.6,0
2277,Ardian Ismajli\6b635f5c,DF,Empoli,it Serie A,14.1,0
2278,Hiroki Ito\204dded0,DF,Stuttgart,de Bundesliga,26.1,0
2279,Armando Izzo\89976232,DF,Torino,it Serie A,5.8,0
2280,Abdel Jalil Medioub\4937a9f7,DF,Bordeaux,fr Ligue 1,6.9,0
2281,Tony Jantschke\34b54da7,DF,M'Gladbach,de Bundesliga,2.5,0
2282,Paweł Jaroszyński\958a601f,DF,Salernitana,it Serie A,5.7,0
2283,Jason\9038c2a1,MFDF,Valencia,es La Liga,0.8,0
2284,Corentin Jean\7d9b37bf,FWDF,Lens,fr Ligue 1,2.8,0
2285,Jemerson\7cab69b5,DF,Metz,fr Ligue 1,13.4,0
2286,Moritz Jenz\ee644761,DF,Lorient,fr Ligue 1,15.3,0
2287,Phil Jones\def899bd,DF,Manchester Utd,eng Premier League,1.8,0
2288,Josema\ed3f5f4c,DF,Elche,es La Liga,2.0,0
2289,Lenny Joseph\d1828392,FWMF,Metz,fr Ligue 1,1.7,0
2290,Miguel Juan Llambrich\d83f09ff,DF,Espanyol,es La Liga,0.8,0
2291,Gideon Jung\a2e7de6f,DF,Greuther Fürth,de Bundesliga,1.6,0
2292,Jens Jønsson\53520a67,MF,Cádiz,es La Liga,14.5,0
2293,Mathias Jørgensen\0db5d2c8,DF,Brentford,eng Premier League,5.8,0
2294,Ozan Kabak\2d61d13a,DF,Norwich City,eng Premier League,10.2,0
2295,Christian Kabasele\914ab9a1,DF,Watford,eng Premier League,13.3,0
2296,Arnaud Kalimuendo\bf4c41f9,FW,Paris S-G,fr Ligue 1,0.1,0
2297,Dimitrije Kamenović\d3e0c826,DF,Lazio,it Serie A,0.5,0
2298,Jean-Armel Kana-Biyik\76a4233b,DF,Metz,fr Ligue 1,7.4,0
2299,Nordine Kandil\c5908bc4,MFFW,Strasbourg,fr Ligue 1,1.0,0
2300,Stefanos Kapino\62ba5881,GK,Arminia,de Bundesliga,1.0,0
2301,Noah Katterbach\e27de4fa,DF,Köln,de Bundesliga,0.2,0
2302,Eiji Kawashima\a4527d33,GK,Strasbourg,fr Ligue 1,1.0,0
2303,Moise Kean\3d50bcdb,FW,Everton,eng Premier League,0.0,0
2304,Michael Keane\c5b7c315,DF,Everton,eng Premier League,31.0,0
2305,Habib Keita\cc588cbe,MFFW,Lyon,fr Ligue 1,0.1,0
2306,Yannik Keitel\d2c580ce,MF,Freiburg,de Bundesliga,5.6,0
2307,Caoimhín Kelleher\62d7ef38,GK,Liverpool,eng Premier League,2.0,0
2308,Marc-Oliver Kempf\815c314f,DF,Hertha BSC,de Bundesliga,11.7,0
2309,Dimitrios Keramitsis\6f30a1d5,DF,Roma,it Serie A,0.0,0
2310,Luca Kilian\610aa1e9,FW,Mainz 05,de Bundesliga,0.0,0
2311,Luca Kilian\610aa1e9,DF,Köln,de Bundesliga,25.3,0
2312,Jakub Kiwior\dc3e663e,MF,Spezia,it Serie A,21.8,0
2313,Simon Kjær\8b8a56ce,DF,Milan,it Serie A,8.9,0
2314,Kristoffer Klaesson\3f70db80,GK,Leeds United,eng Premier League,0.4,0
2315,Philipp Klement\0cddeaa7,MFFW,Stuttgart,de Bundesliga,3.8,0
2316,Lukas Klünter\92948149,DF,Hertha BSC,de Bundesliga,2.2,0
2317,Robin Knoche\6bd5cd5d,DF,Union Berlin,de Bundesliga,33.0,0
2318,Gregor Kobel\cd59b9df,GK,Dortmund,de Bundesliga,28.5,0
2319,Samuel Koeberlé\6751b938,MF,Reims,fr Ligue 1,0.0,0
2320,Koba Koindredi\3a58d075,MF,Valencia,es La Liga,2.0,0
2321,Aleksandar Kolarov\eda40760,DF,Inter,it Serie A,0.5,0
2322,Sead Kolašinac\3935e52e,DF,Arsenal,eng Premier League,1.0,0
2323,Timothée Kolodziejczak\ab096c6f,DF,Saint-Étienne,fr Ligue 1,28.5,0
2324,Ibrahima Konaté\5ed9b537,DF,Liverpool,eng Premier League,11.0,0
2325,Geoffrey Kondogbia\cce181df,MFDF,Atlético Madrid,es La Liga,20.9,0
2326,Ezri Konsa\0313a347,DF,Aston Villa,eng Premier League,27.5,0
2327,Laurent Koscielny\f5efb153,DF,Bordeaux,fr Ligue 1,10.4,0
2328,Odilon Kossonou\1f3afdcb,DF,Leverkusen,de Bundesliga,19.9,0
2329,Nianzou Kouassi\5853ac44,DF,Bayern Munich,de Bundesliga,6.5,0
2330,Christos Kourfalidis\5c522c88,MFDF,Cagliari,it Serie A,0.2,0
2331,Boubakar Kouyaté\562a4799,DF,Metz,fr Ligue 1,29.6,0
2332,Cheikhou Kouyaté\8d3c902d,MF,Crystal Palace,eng Premier League,21.9,0
2333,Alex Král\e717705a,MF,West Ham,eng Premier League,0.0,0
2334,Julian Kristoffersen\b804c280,FW,Salernitana,it Serie A,0.1,0
2335,Tim Krul\f23f9d20,GK,Norwich City,eng Premier League,29.0,0
2336,Mykola Kukharevych\8197a269,FW,Troyes,fr Ligue 1,0.2,0
2337,Marash Kumbulla\a40819d9,DF,Roma,it Serie A,11.4,0
2338,Grejohn Kyei\397ba086,FW,Clermont Foot,fr Ligue 1,4.4,0
2339,Gaëtan Laborde\7cdda3bf,FW,Montpellier,fr Ligue 1,3.8,0
2340,Tom Lacoux\295ba708,DFMF,Bordeaux,fr Ligue 1,10.1,0
2341,Lenny Lacroix\5413ef36,DF,Metz,fr Ligue 1,2.2,0
2342,Alban Lafont\4e7db402,GK,Nantes,fr Ligue 1,38.0,0
2343,Víctor Laguardia\b7c99b9b,DF,Alavés,es La Liga,33.8,0
2344,Sam Lammers\c283ddef,FW,Atalanta,it Serie A,0.4,0
2345,Julien Laporte\f066022d,DF,Lorient,fr Ligue 1,32.1,0
2346,Jamaal Lascelles\450ab6fc,DF,Newcastle Utd,eng Premier League,22.9,0
2347,Latasa\2bea832e,FW,Real Madrid,es La Liga,0.1,0
2348,Toni Lato\8e088e04,DFMF,Valencia,es La Liga,6.6,0
2349,Théo Le Bris\afe39ca8,MF,Lorient,fr Ligue 1,0.7,0
2350,Maxime Le Marchand\321a71a7,DF,Strasbourg,fr Ligue 1,9.6,0
2351,Patrick Leal\d97ec0d1,MF,Venezia,it Serie A,0.0,0
2352,Jean-Louis Leca\edbe46dc,GK,Lens,fr Ligue 1,25.7,0
2353,Jeremías Ledesma\6c4776b1,GK,Cádiz,es La Liga,38.0,0
2354,Maxim Leitsch\7e12a98d,DF,Bochum,de Bundesliga,17.1,0
2355,Lucas Leiva\4c78b5ed,MF,Lazio,it Serie A,18.9,0
2356,Florian Lejeune\6eaed4eb,DF,Alavés,es La Liga,30.0,0
2357,Félix Lemaréchal\8ca9415f,MF,Monaco,fr Ligue 1,0.1,0
2358,Fabien Lemoine\54d51e22,MF,Lorient,fr Ligue 1,12.4,0
2359,Ruben Lendinez\755da865,DF,Valencia,es La Liga,1.5,0
2360,Clément Lenglet\4f28a6ff,DF,Barcelona,es La Liga,9.2,0
2361,Bernd Leno\2628fd2b,GK,Arsenal,eng Premier League,4.0,0
2362,Alexandre Letellier\96fcd380,GK,Paris S-G,fr Ligue 1,0.1,0
2363,Luca Lezzerini\c9c32262,GK,Venezia,it Serie A,5.5,0
2364,Ben Lhassine Kone\7452c7a8,MF,Torino,it Serie A,0.9,0
2365,Matthijs de Ligt\d6e53a3a,DF,Juventus,it Serie A,29.7,0
2366,Anderson Lima\59be3a74,MF,Lazio,it Serie A,0.7,0
2367,Andreas Linde\4d6a842d,GK,Greuther Fürth,de Bundesliga,12.0,0
2368,Diego Llorente\bba30585,DF,Leeds United,eng Premier League,26.0,0
2369,Hugo Lloris\8f62b6ee,GK,Tottenham,eng Premier League,38.0,0
2370,Jürgen Locadia\6cc47ae1,FW,Brighton,eng Premier League,0.3,0
2371,Kevin Long\5a4280b1,DF,Burnley,eng Premier League,4.6,0
2372,Sean Longstaff\a2b105e0,MF,Newcastle Utd,eng Premier League,16.3,0
2373,Anthony Lopes\f00de885,GK,Lyon,fr Ligue 1,33.1,0
2374,David López\f03f284b,MFDF,Espanyol,es La Liga,8.3,0
2375,Diego López\73683fa9,GK,Espanyol,es La Liga,35.3,0
2376,Javi López\e9ada8cf,DF,Alavés,es La Liga,5.1,0
2377,Pau López\20b9f052,GK,Marseille,fr Ligue 1,29.0,0
2378,Samuel Loric\9004f318,DF,Lorient,fr Ligue 1,3.0,0
2379,Jonas Lössl\939bc634,GK,Brentford,eng Premier League,2.0,0
2380,Marcel Lotka\5584552e,GK,Hertha BSC,de Bundesliga,9.8,0
2381,Johaneko Louisjean\9af3613f,DF,Bordeaux,fr Ligue 1,0.1,0
2382,Matteo Lovato\5fa57166,DFMF,Atalanta,it Serie A,3.4,0
2383,Matteo Lovato\5fa57166,DF,Cagliari,it Serie A,13.8,0
2384,José Luis Palomino\921f6058,DF,Atalanta,it Serie A,29.7,0
2385,Luismi\acf5410c,FW,Sevilla,es La Liga,0.1,0
2386,Castello Lukeba\5b9512c5,DF,Lyon,fr Ligue 1,23.3,0
2387,Andriy Lunin\3061e1ec,GK,Real Madrid,es La Liga,2.0,0
2388,Andrey Lunyov\8a6ab963,GK,Leverkusen,de Bundesliga,1.0,0
2389,Sebastiano Luperto\997fff07,DF,Empoli,it Serie A,21.8,0
2390,Andreas Luthe\7fe12375,GK,Union Berlin,de Bundesliga,27.0,0
2391,Yannis M'Bemba\080de72a,DFFW,Nantes,fr Ligue 1,0.1,0
2392,Niki Mäenpää\14a96e1c,GK,Venezia,it Serie A,16.5,0
2393,Matej Maglica\36cf2caf,DF,Stuttgart,de Bundesliga,0.1,0
2394,Francesco Magnanelli\07767f42,MF,Sassuolo,it Serie A,3.0,0
2395,Giangiacomo Magnani\cce9f582,DF,Hellas Verona,it Serie A,5.9,0
2396,Giangiacomo Magnani\cce9f582,DF,Sampdoria,it Serie A,2.7,0
2397,Harry Maguire\d8931174,DF,Manchester Utd,eng Premier League,27.9,0
2398,Mike Maignan\fcb38f57,GK,Milan,it Serie A,32.0,0
2399,Ainsley Maitland-Niles\e3a5814e,MF,Arsenal,eng Premier League,3.0,0
2400,Josh Maja\bc0bfc64,FW,Bordeaux,fr Ligue 1,0.1,0
2401,Nikola Maksimović\16b9d5cf,DF,Genoa,it Serie A,12.4,0
2402,Lennard Maloney\75402e99,DF,Dortmund,de Bundesliga,0.1,0
2403,Mickael Malsa\bbc19252,MF,Levante,es La Liga,12.7,0
2404,Giorgi Mamardashvili\d4b73232,GK,Valencia,es La Liga,18.0,0
2405,Steve Mandanda\1d2d5cc8,GK,Marseille,fr Ligue 1,9.0,0
2406,Aïssa Mandi\fbd6378b,DF,Villarreal,es La Liga,15.3,0
2407,Anthony Mandrea\f7d3a773,GK,Angers,fr Ligue 1,10.0,0
2408,Thomas Mangani\c801616a,MF,Angers,fr Ligue 1,24.4,0
2409,Kostas Manolas\c707411f,DF,Napoli,it Serie A,3.5,0
2410,Nikola Maraš\b9d0446f,DF,Rayo Vallecano,es La Liga,11.6,0
2411,Marcelo\e3d0b0c4,DF,Bordeaux,fr Ligue 1,10.0,0
2412,Marcelo\e3d0b0c4,DF,Lyon,fr Ligue 1,2.0,0
2413,Gian Marco Ferrari\8650af85,DF,Sassuolo,it Serie A,34.7,0
2414,Davide Marfella\880fcdbb,GK,Napoli,it Serie A,0.1,0
2415,José Mari\6f4c734d,MF,Cádiz,es La Liga,4.3,0
2416,Pablo Marí\aa54ec6f,DF,Arsenal,eng Premier League,2.0,0
2417,José María Giménez\f0da930c,DF,Atlético Madrid,es La Liga,22.7,0
2418,Guillermo Maripán\d9764034,DF,Monaco,fr Ligue 1,20.4,0
2419,Mika Màrmol\e7630876,DF,Barcelona,es La Liga,0.0,0
2420,Marquinhos\d5f2f82b,DF,Paris S-G,fr Ligue 1,31.8,0
2421,Martín\cbec0059,MF,Cádiz,es La Liga,1.3,0
2422,Carlos Martín\64035864,DF,Atlético Madrid,es La Liga,0.1,0
2423,Iván Martín\ae48c5cb,MF,Alavés,es La Liga,1.8,0
2424,Emiliano Martínez\7956236f,GK,Aston Villa,eng Premier League,36.0,0
2425,Iñigo Martínez\3fc45c73,DF,Athletic Club,es La Liga,26.0,0
2426,Josep Martinez\11d8aff0,GK,RB Leipzig,de Bundesliga,1.0,0
2427,Pablo Martínez\ecc77652,MF,Levante,es La Liga,7.3,0
2428,Andrea Masiello\e0314d87,DF,Genoa,it Serie A,5.7,0
2429,Adam Masina\de0f152c,DF,Watford,eng Premier League,12.0,0
2430,Erhan Mašović\a396fb61,DF,Bochum,de Bundesliga,17.2,0
2431,Pape Matar Sarr\feb5d972,MF,Metz,fr Ligue 1,23.7,0
2432,Eliot Matazo\15944afd,MF,Monaco,fr Ligue 1,8.8,0
2433,Aleš Matějů\deb748c9,DF,Venezia,it Serie A,8.1,0
2434,Chrislain Matsima\cf1ef7ec,DF,Monaco,fr Ligue 1,1.5,0
2435,Azor Matusiwa\a17a94d6,MF,Reims,fr Ligue 1,27.4,0
2436,Luís Maximiano\3318286e,GK,Granada,es La Liga,33.8,0
2437,Borja Mayoral\64e8ed6d,FWDF,Roma,it Serie A,1.1,0
2438,Derek Mazou-Sacko\810edef9,FWDF,Troyes,fr Ligue 1,0.0,0
2439,Ibrahima Mbaye\cfbf9881,DF,Bologna,it Serie A,1.2,0
2440,Amadou Mbengue\14d2670e,DFMF,Metz,fr Ligue 1,6.8,0
2441,Jason Mbock\890bc029,FW,Angers,fr Ligue 1,0.2,0
2442,Moustapha Mbow\3f3a2cba,DF,Reims,fr Ligue 1,1.0,0
2443,Kasey McAteer\b2c66859,FW,Leicester City,eng Premier League,0.0,0
2444,Liam McCarron\076bb352,FW,Leeds United,eng Premier League,0.1,0
2445,Alex McCarthy\36c2ca73,GK,Southampton,eng Premier League,17.0,0
2446,Stuart McKinstry\1000a059,MF,Leeds United,eng Premier League,0.0,0
2447,Gary Medel\563a68ad,DF,Bologna,it Serie A,31.4,0
2448,Ben Mee\8df7a2fb,DF,Burnley,eng Premier League,20.4,0
2449,Admir Mehmedi\b500b384,MF,Wolfsburg,de Bundesliga,0.0,0
2450,Hannibal Mejbri\ca22ccb0,FW,Manchester Utd,eng Premier League,0.8,0
2451,Arthur Melo\48b3dd60,MF,Juventus,it Serie A,10.7,0
2452,Pedro Mendes\6690ef25,DF,Montpellier,fr Ligue 1,0.2,0
2453,Tomás Mendes\45f771db,MF,Alavés,es La Liga,0.1,0
2454,Batista Mendy\e472a6f6,MFDF,Angers,fr Ligue 1,26.8,0
2455,Benjamin Mendy\5271c8f1,DF,Manchester City,eng Premier League,0.9,0
2456,Edouard Mendy\33887998,GK,Chelsea,eng Premier League,34.0,0
2457,Nampalys Mendy\1598599e,MF,Leicester City,eng Premier League,11.5,0
2458,Jorge Meré\9f979eb2,DF,Köln,de Bundesliga,5.4,0
2459,Alex Meret\9413b19f,GK,Napoli,it Serie A,6.9,0
2460,Fran Mérida\0e50f929,MF,Espanyol,es La Liga,3.0,0
2461,Yıldırım Mert Çetin\c730da00,DF,Hellas Verona,it Serie A,0.5,0
2462,Illan Meslier\6b625ac2,GK,Leeds United,eng Premier League,37.6,0
2463,Matt Miazga\9fc0f253,DF,Alavés,es La Liga,9.3,0
2464,Kingsley Michael\e63e122d,MF,Bologna,it Serie A,0.8,0
2465,Edouard Michut\fe6c1add,MF,Paris S-G,fr Ligue 1,0.8,0
2466,Mikael\33502726,FWMF,Salernitana,it Serie A,1.0,0
2467,Hilmir Mikaelsson\5add9b29,FW,Venezia,it Serie A,0.2,0
2468,Nikola Milenković\bee704fc,DF,Fiorentina,it Serie A,32.5,0
2469,Vanja Milinković-Savić\9fa26bc2,GK,Torino,it Serie A,27.0,0
2470,Luka Milivojević\2ce2508a,MF,Crystal Palace,eng Premier League,8.6,0
2471,Yerry Mina\6d5701f2,DF,Everton,eng Premier League,9.4,0
2472,Fabio Miretti\34693494,MF,Juventus,it Serie A,3.6,0
2473,Stefan Mitrović\e6777e6b,DF,Getafe,es La Liga,29.6,0
2474,Marco Modolo\fdcdb521,DF,Venezia,it Serie A,4.4,0
2475,Clinton Mola\29ddfb9c,DF,Stuttgart,de Bundesliga,1.3,0
2476,Monchu\8ac501f5,MF,Granada,es La Liga,7.4,0
2477,Lorenzo Montipò\c1d95617,GK,Hellas Verona,it Serie A,34.0,0
2478,Ángel Montoro\719384c1,MF,Granada,es La Liga,14.8,0
2479,Wesley Moraes\bfae110f,FW,Aston Villa,eng Premier League,0.0,0
2480,Jan Morávek\e7d22eae,MF,Augsburg,de Bundesliga,5.2,0
2481,Jon Morcillo\b7d7f3bf,MF,Athletic Club,es La Liga,0.6,0
2482,Jérémy Morel\e97150c0,DF,Lorient,fr Ligue 1,6.7,0
2483,Ilaix Moriba\f4c69aa6,MF,RB Leipzig,de Bundesliga,0.4,0
2484,Loren Morón\3aa4a3be,FW,Betis,es La Liga,0.0,0
2485,Tyler Morton\2bc28bb9,MF,Liverpool,eng Premier League,0.7,0
2486,Cristhian Mosquera\dc1ce4f5,DF,Valencia,es La Liga,2.4,0
2487,Lebo Mothiba\3eaf8817,FW,Strasbourg,fr Ligue 1,0.0,0
2488,Andrei Motoc\b64073a0,DF,Salernitana,it Serie A,1.0,0
2489,Baptiste Mouazan\81ac108d,MF,Lorient,fr Ligue 1,1.1,0
2490,Aimen Moueffek\2591b066,MF,Saint-Étienne,fr Ligue 1,4.8,0
2491,Harold Moukoudi\5f26e0c5,DF,Saint-Étienne,fr Ligue 1,18.5,0
2492,Jessy Moulin\28a65a2c,GK,Troyes,fr Ligue 1,7.0,0
2493,Lys Mousset\d9cfca3d,FWMF,Salernitana,it Serie A,1.8,0
2494,Samuel Mráz\be6c1ccc,FW,Spezia,it Serie A,0.6,0
2495,Florian Müller\cbac6ec9,GK,Stuttgart,de Bundesliga,30.0,0
2496,Bali Mumba\2d760d7b,DF,Norwich City,eng Premier League,0.5,0
2497,Jeison Murillo\b233e8e4,DF,Celta Vigo,es La Liga,12.4,0
2498,Vedat Muriqi\0cadc46d,FW,Lazio,it Serie A,2.4,0
2499,Torben Müsel\d01b9ad6,MF,M'Gladbach,de Bundesliga,0.1,0
2500,Juan Musso\a111cf41,GK,Atalanta,it Serie A,32.6,0
2501,Shkodran Mustafi\3f2d59fe,DF,Levante,es La Liga,7.3,0
2502,Junior Mwanga\ee158be5,DF,Bordeaux,fr Ligue 1,1.0,0
2503,Vitaliy Mykolenko\30d4a2e5,DF,Everton,eng Premier League,11.7,0
2504,Eric N'Jo\b85e57bb,DF,Troyes,fr Ligue 1,1.1,0
2505,Nacho\2946f9a1,DF,Real Madrid,es La Liga,17.3,0
2506,Marvelous Nakamba\de5b5570,MF,Aston Villa,eng Premier League,10.0,0
2507,Paul Nardi\2d70dbe5,GK,Lorient,fr Ligue 1,22.0,0
2508,Matija Nastasić\f35430a4,DF,Fiorentina,it Serie A,2.4,0
2509,Keylor Navas\ecada4fc,GK,Paris S-G,fr Ligue 1,20.6,0
2510,Dan Ndoye\8e697a8f,FWMF,Nice,fr Ligue 1,2.3,0
2511,Reiss Nelson\c5bdb6e3,FW,Arsenal,eng Premier League,0.2,0
2512,David Nemeth\da76715c,DF,Mainz 05,de Bundesliga,3.5,0
2513,Neto\a9dc785c,GK,Barcelona,es La Liga,3.0,0
2514,Manuel Neuer\8778c910,GK,Bayern Munich,de Bundesliga,27.9,0
2515,Yvan Neyou\0ad37003,MF,Saint-Étienne,fr Ligue 1,10.4,0
2516,Jeremy Ngakia\3631ad41,DF,Watford,eng Premier League,10.0,0
2517,Aurélien Nguiamba\de135234,MF,Spezia,it Serie A,0.6,0
2518,Sikou Niakaté\8eef18aa,DF,Metz,fr Ligue 1,7.3,0
2519,Moussa Niakhate\00242715,DF,Mainz 05,de Bundesliga,28.5,0
2520,Cheikh Niasse\ff20acfe,MFFW,Lille,fr Ligue 1,0.5,0
2521,Saúl Ñíguez\c14bc029,DFMF,Atlético Madrid,es La Liga,2.2,0
2522,Joakim Nilsson\c562c5b4,DF,Arminia,de Bundesliga,30.4,0
2523,Nicolas Nkoulou\93cf32a8,DF,Watford,eng Premier League,1.9,0
2524,Mark Noble\ff527768,MF,West Ham,eng Premier League,3.7,0
2525,Peru Nolaskoain\857cb4f3,DF,Athletic Club,es La Liga,0.0,0
2526,Håvard Nordtveit\6cafd68d,DF,Hoffenheim,de Bundesliga,3.4,0
2527,Connor Noß\ccc6d365,MF,M'Gladbach,de Bundesliga,0.6,0
2528,Soma Novothny\6fb91ea9,FWMF,Bochum,de Bundesliga,0.9,0
2529,Alexander Nübel\afb0c500,GK,Monaco,fr Ligue 1,38.0,0
2530,Kasim Nuhu\93a50d2c,DF,Hoffenheim,de Bundesliga,0.1,0
2531,Unai Núñez\be170419,DF,Athletic Club,es La Liga,6.9,0
2532,Hans Nunoo Sarpei\9593331d,DFMF,Greuther Fürth,de Bundesliga,7.1,0
2533,Allan Nyom\97572117,DF,Getafe,es La Liga,2.7,0
2534,Adam Obert\aa25ce92,DF,Cagliari,it Serie A,3.0,0
2535,Jan Oblak\ee8508c0,GK,Atlético Madrid,es La Liga,38.0,0
2536,Brain Oddei\97e8ea97,FW,Sassuolo,it Serie A,0.1,0
2537,Angelo Ogbonna\74b2cd7e,DF,West Ham,eng Premier League,10.2,0
2538,Florent Ogier\6993927b,DF,Clermont Foot,fr Ligue 1,27.0,0
2539,Stefano Okaka\601ef102,FW,Udinese,it Serie A,0.2,0
2540,Lucas Olaza\4cee5954,DF,Elche,es La Liga,3.3,0
2541,Oier Olazábal\b5bdf144,GK,Espanyol,es La Liga,1.5,0
2542,Mathias Olesen\86adbcc7,MF,Köln,de Bundesliga,0.2,0
2543,Christian Oliva\d3b888e3,MF,Cagliari,it Serie A,0.5,0
2544,Robin Olsen\e7ee38c3,GK,Aston Villa,eng Premier League,1.0,0
2545,Warmed Omari\4534a352,DF,Rennes,fr Ligue 1,31.1,0
2546,Jonas Omlin\c631f952,GK,Montpellier,fr Ligue 1,28.7,0
2547,Andrew Omobamidele\c393a6c4,DF,Norwich City,eng Premier League,4.2,0
2548,Tyler Onyango\d86a1f3e,MFFW,Everton,eng Premier League,0.3,0
2549,Willi Orban\20030c06,DF,RB Leipzig,de Bundesliga,29.4,0
2550,Stefan Ortega\c1242d4e,GK,Arminia,de Bundesliga,33.0,0
2551,Pedro Ortiz\f9358b61,MF,Sevilla,es La Liga,0.1,0
2552,David Ospina\82b1198a,GK,Napoli,it Serie A,31.0,0
2553,Tomáš Ostrák\3ba95f20,FWMF,Köln,de Bundesliga,0.3,0
2554,Otávio\243f4a0b,MF,Bordeaux,fr Ligue 1,12.7,0
2555,Alexandre Oukidja\ae7d0ecd,GK,Metz,fr Ligue 1,20.8,0
2556,Jesús Owono\d6e3d7fb,GK,Alavés,es La Liga,1.0,0
2557,Reece Oxford\8b6e0db2,DF,Augsburg,de Bundesliga,29.9,0
2558,Fernando Pacheco\97852360,GK,Alavés,es La Liga,33.9,0
2559,Jon Pacheco\44150beb,DF,Real Sociedad,es La Liga,4.2,0
